AnimalID,Name,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,class
A699842,Princess,Partner,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,White/Brown,Transfer
A669567,,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A678053,,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black Smoke,Transfer
A664822,Jackson,,Dog,Neutered Male,7 years,Cocker Spaniel/Miniature Poodle,White/Tan,Return_to_owner
A678871,,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,Adoption
A684509,,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,Transfer
A674687,Pascal,Partner,Cat,Intact Male,4 months,Siamese Mix,Lilac Point,Transfer
A701738,,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,Transfer
A664582,,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black/White,Transfer
A698705,Rico,Foster,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,Adoption
A703776,Soraya,Partner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby,Transfer
A677208,Lola,,Dog,Spayed Female,8 months,Dachshund Mix,Tan/White,Adoption
A670988,,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,Transfer
A690134,Charlie,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A676428,Milo,Foster,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A691939,Julie,,Dog,Spayed Female,1 year,Labrador Retriever/Pointer,Black/White,Adoption
A685122,Dally,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,Transfer
A716919,Shoe,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black Tabby/White,Adoption
A694032,,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Adoption
A714750,Max,,Dog,Neutered Male,1 year,Plott Hound Mix,Black Brindle,Adoption
A666306,Pearl,Partner,Dog,Spayed Female,8 years,Chihuahua Longhair Mix,White/Brown,Transfer
A650212,Jaxon,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,Adoption
A682436,Princess,Partner,Dog,Spayed Female,2 years,Collie Smooth Mix,Brown/White,Transfer
A678028,,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A707739,Frida,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue,Adoption
A710542,Finnegan,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby,Transfer
A696695,Scout,,Dog,Spayed Female,1 year,Standard Schnauzer Mix,Blue,Adoption
A718407,Maddie,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,Transfer
A705459,Nelen,,Cat,Spayed Female,2 years,Bombay Mix,Black,Adoption
A656891,Hallie,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,Adoption
A664217,,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,Transfer
A692882,Zippy,SCRP,Cat,Neutered Male,6 years,Domestic Longhair Mix,Orange Tabby/White,Transfer
A668221,Scrappy,Partner,Dog,Neutered Male,2 years,Rat Terrier Mix,Tricolor,Transfer
A677293,,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Orange Tabby,Transfer
A714043,Bella B.,,Dog,Spayed Female,2 months,Dachshund Mix,Tan/White,Adoption
A697199,Pilar,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Blue Tabby,Adoption
A708565,,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie/White,Transfer
A711968,Parker,,Dog,Neutered Male,1 year,Brittany Mix,Brown/White,Adoption
A665593,Loki,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,Adoption
A677093,Fraggle,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby,Adoption
A699134,,Partner,Dog,Intact Female,8 months,Catahoula Mix,Chocolate/White,Transfer
A703637,,Partner,Dog,Intact Male,2 months,Pit Bull Mix,Blue/White,Transfer
A711191,Cassidy,Partner,Cat,Neutered Male,9 years,Maine Coon Mix,Cream Tabby/White,Transfer
A689739,,Suffering,Dog,Intact Female,2 years,Cairn Terrier Mix,White/Brown,Euthanasia
A719025,,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A697600,,Partner,Cat,Intact Female,2 months,Domestic Longhair Mix,Orange Tabby,Transfer
A668729,Riley,,Dog,Neutered Male,1 year,Boxer Mix,Brown Brindle,Adoption
A666592,,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Buff/White,Adoption
A713232,Lucrecia,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A681541,,Behavior,Dog,Intact Male,2 years,German Shepherd/Chow Chow,Brown,Euthanasia
A682885,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,Transfer
A693500,Brutus,Partner,Dog,Neutered Male,5 years,Miniature Poodle,Cream,Transfer
A712991,Laney,Foster,Dog,Spayed Female,1 year,Finnish Spitz Mix,Black,Adoption
A687036,Maya,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black/White,Return_to_owner
A668522,Taquita,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Red,Return_to_owner
A708854,Fall,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A673951,,SCRP,Cat,Unknown,8 months,Domestic Medium Hair Mix,Black,Transfer
A697729,Lizzie,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White,Adoption
A687049,,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Blue Tabby,Transfer
A693369,Cupcake,Foster,Dog,Spayed Female,2 years,Pekingese Mix,White,Adoption
A710185,Django,,Dog,Neutered Male,4 months,Australian Cattle Dog Mix,Blue Merle,Adoption
A549989,Bert,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White,Adoption
A642317,Max,,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Tricolor,Return_to_owner
A680217,Eloise,Partner,Dog,Spayed Female,7 years,Pit Bull Mix,White/Black,Transfer
A694680,,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Orange Tabby/White,Transfer
A709242,,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie/White,Transfer
A695901,Huey,Partner,Dog,Intact Male,1 year,Labrador Retriever Mix,Cream,Transfer
A686849,,SCRP,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black/White,Transfer
A694213,Tweak,Partner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A715071,Major,,Dog,Intact Male,2 months,Pit Bull Mix,Blue/Tan,Return_to_owner
A700705,,,Dog,Neutered Male,4 years,Chihuahua Shorthair/Boston Terrier,Black/White,Adoption
A646449,Ruby,,Dog,Spayed Female,3 years,Catahoula/Labrador Retriever,Brown Brindle,Return_to_owner
A699444,Chulo,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,Return_to_owner
A664733,,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A694690,,Suffering,Cat,Spayed Female,8 years,Domestic Longhair Mix,White/Cream,Euthanasia
A672548,Emma,,Dog,Spayed Female,2 months,Manchester Terrier Mix,Red,Adoption
A709754,Skitches,Foster,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,Adoption
A717757,,Suffering,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Tortie,Euthanasia
A669731,,,Dog,Neutered Male,4 years,Tibetan Terrier Mix,Black/White,Adoption
A688605,Blue,,Dog,Neutered Male,1 year,American Staffordshire Terrier,Blue/White,Adoption
A685408,Buddy,,Dog,Neutered Male,1 year,Dachshund Mix,Red/White,Adoption
A663964,,Foster,Dog,Neutered Male,3 months,American Bulldog Mix,Tan/White,Adoption
A657723,Bluebonnet,,Cat,Spayed Female,1 year,Russian Blue,Blue,Adoption
A588789,Austin,Partner,Dog,Neutered Male,4 years,Border Collie Mix,Chocolate/White,Transfer
A676554,Pecos,Partner,Dog,Neutered Male,2 years,German Shorthair Pointer,Liver Tick/White,Transfer
A671923,Gus,Partner,Cat,Neutered Male,9 years,Maine Coon,Brown Tabby,Transfer
A718520,Martinet,,Dog,Neutered Male,3 years,Lhasa Apso/Miniature Poodle,Black,Adoption
A696597,,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A695342,Jacki,,Dog,Spayed Female,2 months,Australian Shepherd/Chihuahua Shorthair,Black/Tan,Adoption
A703961,,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,Transfer
A718647,,,Dog,Intact Female,1 year,Labrador Retriever/Great Dane,Black,Transfer
A701284,Colt,,Dog,Neutered Male,3 years,Bloodhound Mix,Red/Black,Adoption
A663582,Korovyov,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,Transfer
A661250,Rex,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,Adoption
A708381,,Offsite,Dog,Neutered Male,1 month,Labrador Retriever Mix,Black/White,Adoption
A682422,,Partner,Dog,Intact Male,4 months,Labrador Retriever/Australian Kelpie,Brown,Transfer
A691887,Riot,,Dog,Spayed Female,4 years,Cane Corso Mix,Black/White,Adoption
A664073,Parker,,Dog,Neutered Male,2 years,Hovawart Mix,Black/Tan,Adoption
A706918,Belle,,Dog,Spayed Female,8 years,English Springer Spaniel,White/Liver,Return_to_owner
A683280,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,Transfer
A686982,Pumpkin,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,Adoption
A696010,Mee Mee,Partner,Dog,Spayed Female,2 months,Australian Cattle Dog/German Shepherd,Tricolor,Transfer
A687378,Mitzi,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White,Adoption
A691198,Peach,,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black/White,Adoption
A678348,Maybe,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Orange Tabby/White,Adoption
A699535,Crystal,,Dog,Spayed Female,1 year,Whippet Mix,Brown Brindle,Adoption
A666835,Chocolate,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/Brown,Return_to_owner
A712665,Jack Nick,,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White,Return_to_owner
A682201,Buzz,Medical,Cat,Neutered Male,3 years,Domestic Longhair Mix,Brown Tabby/White,Euthanasia
A702080,Violet,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,Transfer
A702472,Max,,Dog,Intact Male,6 years,Golden Retriever Mix,Red,Return_to_owner
A662380,Kelee,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A662532,Sunflower,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White,Adoption
A703466,,Suffering,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby,Euthanasia
A695689,Jameson,,Dog,Neutered Male,9 months,Labrador Retriever/Australian Kelpie,Tan,Return_to_owner
A695701,Rihanna,,Dog,Spayed Female,3 years,Blue Lacy Mix,Fawn,Adoption
A689447,Izzy,In Foster,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,Died
A588258,Diamond,Foster,Dog,Spayed Female,8 years,German Shepherd Mix,Black/Tan,Adoption
A645335,Louie,,Dog,Neutered Male,7 years,Chihuahua Shorthair,Black/Brown,Return_to_owner
A673533,Obama,,Dog,Intact Female,2 years,Nova Scotia Duck Tolling Retriever Mix,Tan/White,Return_to_owner
A672185,Babs,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair/Jack Russell Terrier,Tan,Adoption
A716252,Karmen,Partner,Dog,Intact Female,6 years,Labrador Retriever Mix,Black,Transfer
A668220,Baby Girl,,Dog,Spayed Female,10 months,Plott Hound Mix,Brown Brindle/White,Return_to_owner
A688416,,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A713368,,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,Transfer
A720014,Rembrandt,Partner,Dog,Intact Male,10 months,Anatol Shepherd Mix,Tan/White,Transfer
A667177,Tigre,Aggressive,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White,Euthanasia
A708548,Doogie,Partner,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Tan,Transfer
A697715,,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black,Transfer
A705094,Magna,,Dog,Spayed Female,1 year,Staffordshire Mix,Blue/White,Adoption
A717271,Cooper,Partner,Dog,Intact Female,2 months,Collie Smooth/Labrador Retriever,Black/White,Transfer
A710282,Biscuit,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A692374,Jasper,Foster,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Black/White,Adoption
A687357,Chance,,Dog,Neutered Male,10 months,Labrador Retriever Mix,Chocolate/Tan,Adoption
A677960,Bungee,Aggressive,Dog,Neutered Male,3 years,Yorkshire Terrier/Maltese,Cream,Euthanasia
A673497,,Suffering,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Orange Tabby/White,Euthanasia
A711477,Ollie,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A705174,Azul,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,Adoption
A672556,Maggie,Partner,Dog,Spayed Female,2 years,English Springer Spaniel/Cardigan Welsh Corgi,Brown Brindle/White,Transfer
A683203,Art,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Cream Tabby/White,Transfer
A703268,,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Calico,Transfer
A715709,,,Dog,Spayed Female,2 years,Pekingese Mix,White/Black,Adoption
A663693,Zorro,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,Transfer
A699397,Juno,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Torbie,Adoption
A702582,,SCRP,Cat,Intact Female,1 year,Domestic Longhair Mix,Blue,Transfer
A717432,Mancha,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Black,Adoption
A519536,Moonbrain,Partner,Cat,Spayed Female,6 years,Siamese Mix,Calico Point,Transfer
A665305,Sailor,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A709240,,,Cat,Neutered Male,2 months,Snowshoe Mix,Seal Point,Adoption
A679459,Major,Behavior,Dog,Neutered Male,3 years,Border Collie Mix,Black/White,Euthanasia
A686550,,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Orange Tabby,Transfer
A691973,Gracie Lou,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Gray Tabby/White,Adoption
A673944,,Suffering,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby,Euthanasia
A682795,Winnie,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie/White,Transfer
A689027,Nino,Partner,Dog,Neutered Male,4 months,Pug/Chihuahua Shorthair,Sable,Transfer
A718341,Julian,,Dog,Neutered Male,3 years,German Shepherd,Brown/Black,Adoption
A715840,,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A694283,Mallory,,Dog,Spayed Female,1 year,Boxer/Pit Bull,Brown Brindle/White,Adoption
A663450,Violet,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,Transfer
A716223,Alice,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White/Black,Transfer
A704421,Abel,,Dog,Intact Male,4 years,Pit Bull Mix,Brown/Chocolate,Return_to_owner
A673663,,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange,Transfer
A690030,,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,Adoption
A713332,Janet,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,Transfer
A676604,,,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Black,Adoption
A666251,Knox,,Dog,Neutered Male,1 year,Siberian Husky Mix,Gray/White,Return_to_owner
A689382,,,Dog,Spayed Female,7 months,Cairn Terrier Mix,Silver,Adoption
A695211,Angus,,Dog,Neutered Male,4 months,Labrador Retriever Mix,Black,Adoption
A684350,Joan H,,Dog,Spayed Female,2 years,Carolina Dog Mix,Yellow/White,Return_to_owner
A673717,Blackie,,Dog,Neutered Male,9 years,Shiba Inu Mix,Red/Cream,Return_to_owner
A648630,Cody,,Dog,Neutered Male,3 years,Catahoula Mix,White/Tan,Adoption
A702183,Riley,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown,Adoption
A679502,,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,White/Black,Transfer
A719252,Precious,Partner,Dog,Intact Female,4 months,Pit Bull Mix,Fawn,Transfer
A713589,,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black/White,Transfer
A663158,Preston,Behavior,Dog,Neutered Male,4 years,Pit Bull Mix,Brown Brindle/White,Euthanasia
A675929,,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Black Tabby,Transfer
A683187,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue/White,Transfer
A712921,Shawna,Partner,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black/White,Transfer
A705725,Fennec,,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Buff/Tan,Adoption
A563302,Cypress,,Dog,Neutered Male,6 years,Labrador Retriever,Buff,Return_to_owner
A680755,Portia,,Dog,Spayed Female,6 years,Labrador Retriever/Border Collie,Black/White,Adoption
A681543,,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,Transfer
A668174,,,Dog,Neutered Male,6 years,Miniature Schnauzer,Black,Adoption
A680795,Juma,,Dog,Neutered Male,5 years,Rhod Ridgeback Mix,Red/White,Return_to_owner
A693100,Opossum,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Orange Tabby/White,Adoption
A675033,,,Dog,Neutered Male,1 year,Miniature Schnauzer/Miniature Poodle,Silver,Adoption
A702225,Edmund,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A683858,Capeice,Partner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie,Transfer
A694129,Bear,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown,Return_to_owner
A688657,,,Dog,Neutered Male,10 months,Labrador Retriever Mix,Red/White,Adoption
A673451,Fred,,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Black/White,Adoption
A677285,,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Brown Tabby,Transfer
A681933,,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A660458,Aztec,,Dog,Neutered Male,1 year,Border Collie/Anatol Shepherd,White/Brown,Adoption
A702237,Liam,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,Adoption
A700140,,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,Transfer
A641471,Ivak,,Dog,Neutered Male,6 years,Pit Bull Mix,White/Brown Brindle,Return_to_owner
A716047,Max,,Dog,Neutered Male,3 years,Miniature Pinscher Mix,Red,Adoption
A667061,Bella,,Cat,Spayed Female,4 months,Domestic Shorthair,Black,Adoption
A705912,Delisa,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,Adoption
A717754,Lady,,Dog,Spayed Female,4 years,Dachshund Longhair Mix,Red/White,Adoption
A684646,Pete,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,Adoption
A677995,,SCRP,Cat,Intact Male,4 years,Russian Blue Mix,Blue,Transfer
A514631,Woodrow,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black,Transfer
A707402,Lilly,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,Adoption
A710639,,SCRP,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black,Transfer
A666364,Little Bit,,Dog,Spayed Female,6 years,Dachshund Mix,Brown,Return_to_owner
A667313,Luna,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,White/Brown,Return_to_owner
A703593,Mack,,Dog,Neutered Male,2 years,Dachshund/Rat Terrier,Black/Tan,Adoption
A678502,Cassiopeia,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,Transfer
A667084,Jelly,Partner,Dog,Spayed Female,6 months,Pit Bull Mix,White/Tan,Transfer
A537127,Fozzy Bear,Partner,Dog,Neutered Male,8 years,Miniature Poodle Mix,Chocolate,Transfer
A462580,Chico,,Dog,Neutered Male,11 years,Pit Bull,Brown Brindle/White,Return_to_owner
A702397,Mary Anne,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby/White,Adoption
A681443,,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A684268,Groot,,Dog,Neutered Male,3 years,Great Dane/Mastiff,Black/White,Adoption
A694395,Zooey,,Dog,Spayed Female,7 months,Labrador Retriever/Boxer,Tan/White,Adoption
A711361,,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Blue/White,Transfer
A681039,,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,Transfer
A719753,Kida,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Red Merle,Return_to_owner
A719110,Pippy,,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black/Brown,Return_to_owner
A699759,Lobo,Foster,Dog,Neutered Male,4 years,German Shepherd Mix,Black,Adoption
A699237,Angel,,Dog,Spayed Female,3 years,Finnish Spitz/Dachshund,Red,Adoption
A427782,Midas,,Dog,Neutered Male,9 years,Pit Bull,Tan/White,Return_to_owner
A715349,Pixel,,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico,Adoption
A710439,Vinny,,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White,Adoption
A690721,Gracie,,Cat,Intact Female,1 month,Domestic Longhair Mix,Blue/White,Adoption
A672324,,Partner,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black,Transfer
A708443,Shyanne,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White,Adoption
A716506,Kiko,Partner,Dog,Neutered Male,7 years,Pit Bull Mix,Blue/White,Transfer
A690927,,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,Euthanasia
A677985,,,Dog,Spayed Female,10 months,Pit Bull Mix,Blue/White,Adoption
A686261,Jackson,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White,Transfer
A706201,,Rabies Risk,Cat,Intact Male,2 years,Siamese Mix,Seal Point,Euthanasia
A673414,Rico,,Dog,Neutered Male,5 years,Australian Shepherd Mix,Tricolor,Return_to_owner
A704101,Lobo,,Dog,Intact Male,2 years,Siberian Husky,Black/White,Return_to_owner
A669091,Shadow,,Dog,Neutered Male,6 years,Great Dane,Black/White,Return_to_owner
A659227,Prissy,Foster,Dog,Spayed Female,9 years,Rat Terrier Mix,White/Black,Adoption
A702749,,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,Transfer
A703255,Razz,,Dog,Spayed Female,3 years,Pit Bull/Labrador Retriever,Tan/White,Return_to_owner
A716643,Karli,Partner,Dog,Intact Female,3 months,German Shepherd Mix,Brown,Transfer
A709443,Max,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor,Adoption
A665279,Pinky,Partner,Dog,Intact Female,1 year,Dachshund Mix,Black/Brown,Transfer
